sec,sample,state_ut,round,sch_name,fsu,su,sd,sss,ssu,svc,reason,st,nssreg,dc,strm,sstrm,sr,sro,nsc,mult,hhsize,religion,social,hhtype,bl04i05,bl04i06,bl04i07,bl04i08,bl04i09,bl04i10,bl07i011,bl07i012,bl07i013,bl07i014,bl07i015,bl07i016,bl07i017,bl07i018,bl07i019,bl07i0110,bl07i0111,bl07i0112,bl07i0113,bl07i0114,bl07i0115,bl07i0119,bl07i02,bl07i03,bl07i04,bl07i05,bl07i061,bl07i062,bl07i063,bl07i064,bl07i07,bl07i08,bl07i09,bl07i10,bl07i11,bl07i12,bl07i13,bl07i14,bl07i15,bl07i16,inf_srl,response
1,1,Sikkim,79,AYUSH,56570,5,,1,1,1,,11,111,1,23,4,4,1110,4,984,4,6,1,2,9500,300,0,2000,10000,10800,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1,2.0,2.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,1,2,1,,11,111,1,23,4,4,1110,4,984,4,6,1,4,12000,400,0,6000,9000,13650,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,2.0,1,2.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56570,5,,1,3,1,,11,111,1,23,4,4,1110,4,984,6,6,1,1,12000,500,0,6000,9000,13750,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,1,2.0,6.0,1
1,1,Sikkim,79,AYUSH,56570,5,,1,4,1,,11,111,1,23,4,4,1110,4,984,4,6,1,4,11000,250,0,5000,0,11667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,1,2.0,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,1,5,1,,11,111,1,23,4,4,1110,4,984,4,6,1,2,12000,200,0,7000,10000,13617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1,1.0,2.0,1,1.0,1,1,2.0,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,1,6,1,,11,111,1,23,4,4,1110,4,984,4,6,1,4,10000,500,0,5000,2000,11083,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,2.0,1,2.0,4,2,,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,1,7,1,,11,111,1,23,4,4,1110,4,984,6,6,1,1,10000,500,0,5000,9000,11667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,4.0,1
1,1,Sikkim,79,AYUSH,56570,5,,1,8,1,,11,111,1,23,4,4,1110,4,984,4,6,1,1,6500,500,0,5000,10000,8250,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1,1.0,2.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,2,1,1,,11,111,1,23,4,4,1110,4,9938,5,6,1,4,9500,600,0,5000,5500,10975,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,2.0,2,,4,2,,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,2,2,1,,11,111,1,23,4,4,1110,4,9938,5,6,1,1,8000,400,0,5000,0,8817,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,2.0,2,,4,2,,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,2,3,1,,11,111,1,23,4,4,1110,4,9938,4,6,1,1,8000,500,0,5000,11000,9833,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,2.0,2,,4,2,,2.0,1
1,1,Sikkim,79,AYUSH,56570,5,,2,4,1,,11,111,1,23,4,4,1110,4,9938,3,6,1,4,7000,300,0,5000,0,7717,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,2.0,1,2.0,4,2,,2.0,1
1,1,Sikkim,79,AYUSH,56595,1,,1,1,1,,11,111,2,23,1,4,1110,4,15800,3,1,1,1,4000,700,250,5000,0,5367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56595,1,,1,2,1,,11,111,2,23,1,4,1110,4,15800,6,1,3,1,5200,1400,300,10000,1150,7829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,2.0,,,,,,,2,,,1,1.0,1,2,,4.0,1
1,1,Sikkim,79,AYUSH,56595,1,,1,3,1,,11,111,2,23,1,4,1110,4,15800,3,1,3,1,5200,500,300,7200,0,6600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,,,,,,,1,2.0,2.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56595,1,,1,4,1,,11,111,2,23,1,4,1110,4,15800,6,1,3,1,5500,1300,250,8000,0,7717,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,2.0,4
1,1,Sikkim,79,AYUSH,56595,1,,1,5,1,,11,111,2,23,1,4,1110,4,15800,5,1,3,1,6000,1350,350,6450,1500,8362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,1.0,2
1,1,Sikkim,79,AYUSH,56595,1,,1,6,1,,11,111,2,23,1,4,1110,4,15800,3,1,3,1,4000,300,200,5000,600,4967,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,1.0,2
1,1,Sikkim,79,AYUSH,56595,1,,1,7,1,,11,111,2,23,1,4,1110,4,15800,4,1,3,4,7200,850,200,10000,2000,9250,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,2.0,2.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56595,1,,1,8,1,,11,111,2,23,1,4,1110,4,15800,6,1,3,1,7500,800,300,8000,800,9333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1,1.0,2.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56595,1,,2,1,1,,11,111,2,23,1,4,1110,4,5925,4,1,3,2,4500,400,300,6000,600,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,2.0,1,1.0,1,2,,2.0,2
1,1,Sikkim,79,AYUSH,56595,1,,2,2,1,,11,111,2,23,1,4,1110,4,5925,4,1,3,1,5000,1200,300,6500,0,7042,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,2.0,1,2.0,4,2,,1.0,1
1,1,Sikkim,79,AYUSH,56595,1,,2,3,1,,11,111,2,23,1,4,1110,4,5925,3,1,3,1,3600,1400,250,4400,0,5617,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,2.0,1,1.0,1,2,,99.0,1
1,1,Sikkim,79,AYUSH,56595,1,,2,4,1,,11,111,2,23,1,4,1110,4,5925,4,1,1,4,6000,350,0,7500,0,6975,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,2.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,1,1,,11,111,2,23,2,4,1110,4,13067,4,1,2,1,6000,2500,270,14000,8000,10603,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,2,1,,11,111,2,23,2,4,1110,4,13067,5,1,2,1,8000,3000,280,15000,6000,13030,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,3,1,,11,111,2,23,2,4,1110,4,13067,4,1,2,2,9000,1200,300,15000,6000,12250,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,4,1,,11,111,2,23,2,4,1110,4,13067,5,1,2,1,8000,3000,280,12000,5000,12697,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,5,1,,11,111,2,23,2,4,1110,4,13067,5,1,2,1,8000,2800,270,12000,3500,12362,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,2,,3.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,6,1,,11,111,2,23,2,4,1110,4,13067,3,1,2,1,5000,1600,180,8000,2500,7655,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0,,,,,,,1,1.0,2.0,2,,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,7,1,,11,111,2,23,2,4,1110,4,13067,4,1,2,1,7000,2500,280,8500,500,10530,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,8,1,,11,111,2,23,2,4,1110,4,13067,6,1,2,1,10000,2800,280,14000,7000,14830,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,9,1,,11,111,2,23,2,4,1110,4,13067,5,1,2,1,8500,2500,300,13000,6500,12925,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,10,1,,11,111,2,23,2,4,1110,4,13067,4,1,2,1,6000,2800,250,10000,6500,10425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,11,1,,11,111,2,23,2,4,1110,4,13067,2,1,2,2,10000,600,100,18000,12000,13200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1,1.0,2.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56598,1,,1,12,1,,11,111,2,23,2,4,1110,4,13067,5,1,2,1,8000,3000,250,13000,6000,12833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,1,1,,11,111,2,23,3,4,1110,4,17889,5,1,2,1,6000,1000,100,8000,10000,8600,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,1,1.0,3.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,2,1,,11,111,2,23,3,4,1110,4,17889,8,1,3,2,7500,1500,200,10000,15000,11283,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,1,2.0,7.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,3,1,,11,111,2,23,3,4,1110,4,17889,6,6,1,2,9000,500,200,16000,10000,11867,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,1,1.0,2.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,4,1,,11,111,2,23,3,4,1110,4,17889,8,1,2,4,9000,2000,200,15000,10000,13283,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,1,1.0,3.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,5,1,,11,111,2,23,3,4,1110,4,17889,3,1,3,2,5000,1000,200,6000,5000,7117,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1,1.0,1.0,1,1.0,1,1,1.0,1.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,6,1,,11,111,2,23,3,4,1110,4,17889,3,1,2,1,6000,1500,200,6000,9000,8950,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,7,1,,11,111,2,23,3,4,1110,4,17889,4,1,3,4,10000,500,200,15000,35000,14867,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1,1.0,1.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,8,1,,11,111,2,23,3,4,1110,4,17889,3,1,3,1,6000,1000,200,9000,10000,8783,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,,,,,,,1,1.0,1.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56515,2,,1,9,1,,11,111,2,23,3,4,1110,4,17889,6,6,1,1,7000,2000,300,12000,15000,11550,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,4.0,1
1,1,Sikkim,79,AYUSH,56515,2,,2,1,1,,11,111,2,23,3,4,1110,4,1400,1,1,2,6,2500,100,500,1000,1500,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1.0,1,2,,1.0,2
1,1,Sikkim,79,AYUSH,56515,2,,2,2,1,,11,111,2,23,3,4,1110,4,1400,1,1,3,6,2500,0,300,800,1000,2950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,,,,,,,1,1.0,2.0,1,1.0,1,2,,1.0,1
1,1,Sikkim,79,AYUSH,56515,2,,2,3,1,,11,111,2,23,3,4,1110,4,1400,2,1,3,6,4000,200,400,3000,2500,5058,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1.0,1,2,,2.0,1
1,1,Sikkim,79,AYUSH,56513,3,,1,1,1,,11,111,2,23,4,4,1110,4,17150,4,6,1,4,9000,600,0,7000,16000,11517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1,1.0,1.0,1,1.0,1,1,1.0,2.0,1
1,1,Sikkim,79,AYUSH,56513,3,,1,2,1,,11,111,2,23,4,4,1110,4,17150,4,1,2,4,8500,400,0,8000,17000,10983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1,1.0,1,1,1.0,2.0,1
1,1,Sikkim,79,AYUSH,56513,3,,1,3,1,,11,111,2,23,4,4,1110,4,17150,4,1,3,4,11000,600,0,8000,15000,13517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1,1.0,1.0,1,1.0,1,1,1.0,2.0,1
1,1,Sikkim,79,AYUSH,56513,3,,1,4,1,,11,111,2,23,4,4,1110,4,17150,3,1,3,4,8500,400,0,7000,16000,10817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1,1.0,1.0,1,1.0,1,1,1.0,3.0,1
